iter	RMSE
931	70.90981746
932	70.88778671
933	70.87364443
934	70.85046318
935	70.82627584
936	70.78079928
937	70.70891069
938	70.65533655
939	70.64170266
940	70.63191381
941	70.56916919
942	70.5630984
943	70.5339655
944	70.48639008
945	70.45218977
946	70.4335503
947	70.41576536
948	70.38111842
949	70.35274111
950	70.31944347
951	70.27743171
952	70.26013923
953	70.20961135
954	70.20281147
955	70.19234712
956	70.15762079
957	70.12971914
958	70.11157881
959	70.08870468
960	70.07996755
961	70.05036205
962	70.02458595
963	70.01424279
964	69.97460619
965	69.93982626
966	69.91652347
967	69.89670351
968	69.85144433
969	69.80954403
970	69.79074676
971	69.76805028
972	69.70672904
973	69.66304316
974	69.65482854
975	69.65384282
976	69.65017588
977	69.62685707
978	69.56356816
979	69.54873401
980	69.52339349
981	69.47966896
982	69.46657572
983	69.4561978
984	69.4490372
985	69.41245728
986	69.40453992
987	69.3312336
988	69.31315673
989	69.30555611
990	69.28460235
991	69.23294375
992	69.22692481
993	69.19973136
994	69.13534285
995	69.07593601
996	69.02897089
997	68.99752817
998	68.94159047
999	68.91558252
